Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Male,School_Type_Public,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes
24,90,1,2,7,93,0,1,0,2,1,2,2,0,71,1,1,1,0,1
12,71,1,0,8,100,1,2,2,1,1,3,1,0,63,1,1,1,0,1
24,62,1,2,7,83,0,1,1,0,1,2,1,1,64,0,1,1,0,0
24,60,1,1,8,99,1,2,0,0,1,1,0,1,64,1,1,1,1,0
22,74,1,0,5,61,1,1,0,1,2,3,2,0,65,0,1,1,0,0
14,70,1,1,9,91,2,2,1,1,1,4,0,0,65,0,1,1,1,0
21,62,1,0,6,58,1,2,0,2,1,3,1,1,62,0,0,1,0,0
13,67,2,2,7,76,1,2,0,1,1,5,0,0,65,1,0,1,1,0
18,65,1,2,6,83,0,1,1,2,1,2,0,0,64,1,0,1,0,0
26,97,1,1,7,83,0,2,0,1,2,3,2,0,74,1,1,1,1,0
25,66,1,2,7,84,0,2,2,1,2,1,0,0,67,1,1,1,1,0
20,82,0,1,8,66,0,0,2,1,2,2,2,0,66,1,1,1,0,0
14,84,2,2,8,99,1,3,1,2,1,4,2,0,70,0,1,0,0,0
24,82,1,2,8,50,1,0,1,1,2,2,2,1,68,1,1,1,0,0
20,64,1,1,6,81,1,0,2,2,2,1,0,1,64,0,1,1,0,0
6,73,1,1,8,93,0,0,0,1,1,1,0,2,58,0,0,1,0,1
25,62,1,1,7,95,0,1,2,1,1,4,1,0,65,1,1,1,1,1
20,76,1,2,7,86,1,2,1,1,0,5,0,0,68,0,1,1,1,0
27,68,0,1,8,79,1,2,0,2,0,1,2,1,64,0,0,1,0,1
13,82,1,2,5,73,0,4,0,1,0,4,0,0,66,1,1,1,0,0
1,88,1,2,4,72,2,3,1,1,0,2,1,0,92,1,0,1,1,0
22,81,2,1,9,71,1,2,2,0,0,4,0,0,69,1,1,1,1,0
22,77,1,2,7,85,0,2,0,1,1,2,1,0,68,1,1,1,0,0
10,75,1,1,8,87,0,2,1,1,2,4,0,0,63,0,1,1,0,1
14,94,0,1,6,76,1,0,0,0,1,3,0,0,64,1,1,0,1,0
37,69,1,2,9,87,1,1,0,1,0,2,1,2,68,0,1,0,1,0
18,89,1,0,8,76,2,0,0,1,2,2,0,0,67,1,1,1,0,0
24,90,0,1,7,55,1,1,2,1,0,2,2,2,68,1,1,1,1,0
16,77,1,1,7,93,1,1,0,1,2,2,0,1,66,1,1,1,1,0
7,72,1,1,4,94,1,4,1,1,2,4,2,0,66,1,0,1,1,0
19,79,1,2,8,63,1,4,0,2,1,2,0,1,68,1,1,1,1,0
18,64,1,2,9,89,0,1,1,2,1,3,0,1,64,1,0,1,1,0
18,62,2,1,7,76,1,2,1,1,0,3,1,0,63,0,0,1,1,1
19,64,1,1,7,56,1,0,0,1,1,4,0,0,62,0,0,1,1,0
22,67,1,2,7,70,2,2,0,1,2,2,0,0,66,1,0,1,0,0
19,80,2,1,9,54,1,0,0,1,0,2,2,1,65,1,1,1,1,0
12,94,1,0,9,89,1,1,0,0,0,3,0,0,66,1,0,1,1,0
23,69,1,2,6,60,1,2,0,2,0,4,0,0,66,1,0,1,1,0
8,97,1,2,8,58,2,2,2,1,1,2,1,0,69,0,1,1,1,0
8,98,0,1,7,60,1,1,2,2,0,3,2,0,67,0,0,1,1,0
24,98,1,2,8,61,1,6,1,2,2,3,0,0,75,0,0,1,0,0
23,94,2,1,6,84,2,0,0,2,1,3,2,0,73,1,1,1,1,0
20,75,1,1,9,82,2,0,0,0,2,5,1,1,66,0,1,1,1,0
12,63,1,1,8,56,0,4,1,1,2,4,1,1,61,1,1,1,0,0
16,83,1,1,9,86,1,5,0,2,0,4,0,1,68,0,0,1,1,0
18,82,1,1,5,67,2,1,1,2,1,4,1,0,67,1,1,0,1,0
10,94,1,2,5,73,1,1,1,1,0,3,0,1,66,1,1,1,0,0
16,100,1,2,10,56,1,1,2,1,1,2,0,0,69,0,1,1,0,0
24,80,1,1,9,85,0,3,0,1,2,4,0,0,69,1,1,1,0,0
29,74,1,2,6,69,1,1,0,2,0,1,1,2,67,0,0,1,1,0
17,67,2,1,8,82,1,0,1,1,2,4,0,0,65,0,1,1,0,0
25,60,1,0,6,71,0,2,2,1,2,2,0,0,63,1,1,1,0,0
9,80,1,0,4,52,0,1,2,1,2,2,2,0,63,0,1,1,1,0
24,82,1,1,4,85,0,1,0,1,0,2,0,0,66,1,1,0,0,0
15,93,1,1,7,78,0,0,1,1,0,4,0,1,66,1,1,1,1,0
22,80,1,2,9,72,0,2,1,1,1,4,1,0,69,0,1,1,1,0
19,97,2,1,9,60,2,3,1,1,0,4,2,1,72,0,1,1,1,0
28,85,1,1,9,81,0,2,0,1,1,3,0,0,70,1,1,1,1,0
15,94,1,2,8,64,1,2,0,1,0,1,1,0,68,1,1,1,1,0
24,66,2,1,7,71,0,1,0,2,1,3,0,0,66,1,1,1,1,0
18,94,0,1,9,53,1,3,0,1,0,3,1,1,67,0,1,1,1,0
19,87,2,1,4,89,1,0,0,0,2,5,2,1,68,0,1,1,0,1
19,67,1,0,8,55,1,0,1,2,2,4,0,0,62,1,0,0,1,0
15,68,1,2,5,95,2,1,1,1,2,2,1,0,64,0,0,1,0,1
20,97,2,0,6,93,0,1,2,2,2,1,1,2,71,1,1,1,1,0
20,61,2,1,8,99,1,0,1,2,1,4,1,0,65,1,1,1,0,0
21,79,1,1,8,95,2,0,1,1,1,2,2,0,69,0,1,1,1,0
21,73,1,1,6,99,1,1,0,1,1,5,0,0,65,1,1,0,0,0
25,87,1,1,8,94,2,0,1,2,2,4,0,0,71,1,1,1,0,0
26,94,0,1,8,56,0,1,2,1,0,2,1,0,69,0,1,1,0,0
14,74,2,1,7,72,2,2,1,1,0,3,1,0,65,1,0,0,1,0
25,77,0,1,7,54,1,2,1,1,1,1,1,1,66,1,1,1,1,0
13,99,1,1,10,77,0,0,1,2,0,3,1,1,68,0,0,1,1,0
24,91,2,2,7,76,1,0,1,1,2,2,0,1,72,0,0,1,1,0
24,96,2,2,7,96,1,1,1,1,0,3,0,0,74,0,1,1,1,0
9,78,1,1,7,98,0,3,0,1,2,2,0,0,64,1,1,1,0,0
21,69,2,0,7,63,1,0,1,1,2,3,0,1,64,1,1,1,1,0
17,76,1,1,8,79,0,1,0,1,1,4,2,2,63,0,1,0,1,1
15,89,2,0,9,73,2,2,0,0,1,2,0,0,66,1,0,1,0,0
28,64,1,1,7,77,1,1,2,1,2,2,0,0,67,1,1,1,1,0
16,71,2,0,6,77,0,4,1,1,1,5,1,1,64,1,1,1,1,1
15,62,0,2,10,96,0,0,1,2,2,4,0,2,62,1,0,1,0,0
20,77,1,0,7,95,2,0,1,1,2,1,0,2,66,1,1,1,1,0
24,93,1,2,4,56,0,4,0,2,0,2,2,1,71,0,1,1,0,0
19,61,2,0,10,67,0,1,1,1,2,6,2,0,63,0,1,0,1,0
27,87,2,1,9,88,1,1,0,2,2,4,1,0,72,1,1,1,1,1
23,97,1,2,9,84,0,1,2,1,2,3,0,2,71,0,1,1,0,1
7,69,0,1,9,82,0,1,1,2,2,3,2,0,61,0,0,1,0,0
17,88,1,2,10,100,1,1,0,2,2,2,2,0,71,0,1,1,1,0
17,99,1,1,5,67,0,2,1,1,1,4,2,2,69,1,0,1,0,0
23,98,1,2,6,76,0,3,0,2,2,3,0,0,74,1,1,1,1,0
4,69,1,2,6,99,1,0,1,2,1,2,0,1,61,1,1,1,1,0
35,64,1,0,6,85,2,2,1,2,1,2,0,1,68,1,0,1,0,0
23,66,1,2,7,82,2,1,1,1,2,2,0,0,67,1,1,1,1,0
21,88,2,0,6,58,1,3,2,1,1,4,1,0,70,1,0,1,0,0
27,89,1,1,5,62,1,0,0,1,1,3,0,0,69,1,1,1,0,0
34,87,1,0,6,69,2,3,0,1,1,2,1,1,72,1,0,1,0,0
25,73,1,0,7,73,1,1,1,1,2,2,0,0,66,1,1,1,1,0
26,67,1,1,9,75,1,2,1,1,2,3,0,0,67,1,1,1,0,0
21,83,1,1,6,95,2,4,2,2,1,2,0,2,70,0,1,1,0,0
19,79,1,2,8,55,1,3,1,1,1,4,2,0,68,1,0,1,1,1
17,89,0,1,5,62,2,2,1,1,2,2,1,0,68,0,0,1,1,0
15,78,1,2,4,57,2,2,1,2,0,2,0,0,65,0,1,1,0,0
16,74,1,0,7,87,1,0,0,0,2,3,1,0,63,0,1,1,1,0
12,72,0,0,6,99,2,0,0,1,2,4,1,2,62,0,1,1,1,0
20,68,1,2,6,95,1,0,0,1,2,4,0,0,66,0,1,1,1,0
10,71,1,2,6,86,1,1,1,0,0,2,2,0,62,1,1,1,1,1
21,64,0,2,6,51,0,0,2,0,0,3,1,1,61,0,1,1,1,0
20,74,0,1,6,67,2,0,1,1,0,4,1,1,63,0,0,1,1,1
21,61,1,1,6,93,0,3,1,2,1,3,0,0,65,0,0,1,1,0
17,67,2,0,5,83,2,3,0,1,2,3,0,1,64,1,1,1,0,0
38,90,2,1,4,60,0,2,0,1,1,4,1,1,74,1,1,1,1,0
28,73,0,1,4,73,1,2,2,2,2,2,2,0,70,0,1,1,1,0
13,87,0,1,10,54,0,2,0,1,2,2,0,1,63,0,1,1,0,0
21,89,0,1,7,76,1,3,2,1,2,2,0,2,68,0,1,1,0,0
16,83,1,2,9,95,1,2,0,2,1,2,1,0,69,1,1,1,1,0
14,98,1,2,7,52,2,1,1,2,0,4,0,1,70,1,0,1,1,0
12,61,1,1,7,81,1,2,2,1,1,3,1,2,62,1,1,1,1,0
23,90,2,1,7,62,1,3,1,0,2,2,2,1,71,1,0,1,1,0
16,98,1,0,8,100,0,2,0,1,1,1,0,0,69,1,1,1,0,0
26,94,2,0,5,53,0,0,0,2,1,2,0,0,69,1,1,1,1,0
26,67,0,2,6,81,2,4,0,2,1,3,1,0,68,1,1,1,1,1
28,73,0,1,7,63,0,0,0,1,2,2,0,0,65,1,1,1,1,0
15,67,1,2,4,94,2,1,1,1,2,5,0,2,65,1,0,1,1,0
23,84,0,0,9,56,0,1,1,2,2,4,0,0,65,0,1,0,1,0
24,88,2,2,9,71,1,2,2,2,0,3,0,0,72,0,1,1,0,0
17,73,1,0,4,59,2,2,0,2,0,4,0,1,63,0,0,1,0,0
15,82,1,2,6,90,2,2,2,1,2,2,0,0,68,1,1,0,1,0
30,88,1,1,7,68,0,1,1,2,2,3,1,0,72,0,1,1,1,0
21,77,1,0,8,59,1,3,0,1,2,2,0,0,66,1,0,1,1,0
24,94,0,1,9,86,2,2,0,1,1,3,1,0,71,0,1,1,0,0
15,91,1,0,6,91,0,0,1,1,2,3,1,1,67,0,1,1,1,0
13,63,1,1,10,73,0,2,0,2,0,3,2,1,61,1,1,1,0,0
17,85,2,2,7,69,1,4,0,2,1,2,0,0,70,0,0,1,1,0
19,69,1,1,7,82,0,2,0,1,1,3,1,0,64,1,1,0,1,0
14,82,1,1,8,83,1,0,1,1,0,2,0,1,64,1,1,1,1,0
20,98,0,2,7,83,1,0,0,1,1,3,0,2,68,0,1,0,1,0
10,95,2,1,7,64,2,4,0,1,2,3,2,0,70,1,0,1,0,0
13,76,0,1,10,97,2,4,0,0,1,3,1,1,65,1,1,1,1,0
24,72,2,2,7,61,1,3,0,1,1,2,0,0,67,0,0,1,0,0
24,69,1,0,6,69,1,0,0,2,1,4,1,0,65,1,0,1,1,0
18,81,0,1,6,64,1,1,1,1,2,4,0,1,65,0,1,1,1,0
14,65,1,2,9,97,0,3,0,2,2,4,0,0,65,0,1,1,1,0
14,82,2,0,8,91,2,1,0,1,0,2,0,0,66,1,1,1,1,0
18,60,1,2,5,91,0,2,0,1,0,4,0,0,62,1,1,1,0,1
24,73,1,1,5,50,0,1,0,1,0,2,0,0,63,1,1,1,1,0
26,69,0,0,7,84,1,0,1,1,1,3,0,1,63,1,0,1,1,1
17,99,1,1,8,62,1,3,1,1,1,3,0,0,70,1,0,1,1,0
13,89,0,2,6,98,1,0,1,1,0,4,0,0,67,1,0,1,1,0
22,74,2,2,4,77,0,0,2,1,0,3,0,0,66,1,0,1,0,1
15,64,2,1,5,78,1,2,0,1,2,2,0,1,63,1,1,1,0,0
17,81,2,0,9,68,2,1,0,0,2,3,1,0,66,0,0,1,1,0
28,69,0,1,8,77,1,3,1,1,1,4,1,1,67,0,1,1,0,0
25,81,1,1,9,87,0,1,0,2,0,1,2,1,68,0,0,1,0,0
21,93,0,2,9,78,0,1,1,0,1,2,0,2,67,1,1,1,1,1
12,85,1,2,6,82,1,1,2,1,1,2,0,2,66,1,1,1,1,0
21,85,2,2,6,74,1,2,1,1,1,4,0,0,71,0,1,1,1,0
26,82,1,1,7,86,1,0,0,2,1,2,2,0,69,1,1,1,1,1
18,97,2,0,8,95,2,1,1,1,2,2,2,1,72,1,1,1,1,0
28,97,2,0,9,53,0,0,0,1,0,3,1,1,70,0,0,1,1,0
28,81,1,1,10,55,1,2,1,0,1,3,0,0,68,1,0,1,1,0
30,72,1,1,8,84,1,1,0,2,2,1,0,0,68,1,0,1,0,0
22,78,0,2,8,69,2,2,0,1,0,2,0,0,67,0,1,1,1,0
24,67,1,1,10,64,0,1,0,1,2,2,1,2,62,0,1,1,0,1
28,85,1,0,7,59,0,1,0,1,1,3,2,2,67,1,1,1,0,0
23,80,2,1,9,79,1,1,1,2,0,2,2,0,69,1,1,1,0,0
17,64,1,2,8,67,1,3,0,1,0,3,1,0,64,1,1,1,1,0
17,68,1,2,8,75,1,2,0,2,2,3,1,0,66,0,0,1,1,0
21,79,2,0,7,98,2,2,0,1,2,1,0,0,69,1,1,1,1,0
12,96,2,2,5,88,2,0,1,1,2,2,1,1,70,0,0,1,0,0
19,83,2,1,8,90,0,3,0,1,2,3,1,1,69,0,1,1,0,0
27,87,1,1,8,56,1,3,1,2,1,3,2,0,72,1,1,1,1,0
7,74,1,1,6,66,0,1,0,2,2,2,0,0,61,0,0,1,1,0
29,83,1,1,7,55,2,2,0,0,0,4,0,0,68,0,0,1,0,0
27,78,1,1,6,98,0,1,1,1,2,3,0,2,68,1,1,1,0,0
17,86,0,1,6,84,2,0,1,1,1,3,0,0,66,0,0,1,0,0
23,62,1,1,6,51,1,5,2,1,0,2,1,0,65,1,1,1,0,0
20,80,2,0,5,74,1,2,0,0,0,4,1,1,66,0,1,1,1,0
27,72,1,1,6,63,1,1,2,1,0,5,1,1,67,0,0,1,0,0
26,73,1,2,8,77,1,0,1,2,2,2,1,2,68,1,0,1,0,0
12,98,0,1,9,59,0,1,2,1,1,2,2,0,67,0,1,1,0,0
24,67,0,1,10,53,1,0,1,1,2,3,1,0,63,0,1,1,1,1
19,72,1,0,6,66,1,0,1,2,1,2,2,0,64,1,0,1,0,0
20,80,1,0,9,65,2,1,1,1,2,3,1,2,66,1,0,1,0,0
16,95,2,1,8,86,1,0,0,0,2,4,0,1,69,1,1,1,1,0
30,77,1,0,7,74,1,3,2,1,1,3,2,1,70,1,0,1,1,0
26,90,1,1,8,65,2,3,1,2,2,2,0,0,72,0,0,1,0,0
16,94,1,2,9,79,2,2,2,1,2,5,0,1,71,0,1,1,0,0
12,72,1,1,6,54,0,3,0,1,2,2,2,0,63,1,1,1,1,0
18,76,2,2,6,83,1,1,2,1,1,4,0,0,68,1,1,1,0,0
23,74,1,2,6,57,0,1,2,2,1,3,1,0,67,1,0,0,1,0
21,93,1,0,6,64,1,2,0,1,2,4,2,1,69,1,1,1,0,0
28,62,1,1,9,64,2,1,0,1,0,2,2,0,65,1,0,1,0,0
25,72,2,0,6,73,2,4,1,2,1,4,1,1,69,1,1,1,1,0
26,87,1,1,6,98,2,0,1,2,0,4,1,1,71,1,1,1,0,0
22,83,1,0,7,66,1,2,1,1,1,3,0,0,67,0,0,1,1,0
12,77,0,1,7,64,0,2,2,2,2,4,1,1,64,0,1,1,0,0
19,82,2,1,6,58,0,2,1,2,2,3,1,0,68,0,0,1,1,0
26,68,2,0,10,70,1,1,0,1,2,3,1,0,67,1,1,1,1,0
20,77,0,0,6,59,0,1,2,1,0,2,0,1,62,0,1,1,0,0
23,80,2,1,7,57,0,2,1,2,0,2,2,1,68,0,1,1,0,0
18,96,1,1,4,93,1,0,1,2,2,4,1,0,72,0,1,1,1,0
14,70,1,2,7,53,0,0,1,1,0,3,0,1,61,1,1,1,1,0
19,95,0,0,5,86,1,0,2,1,0,4,0,1,67,1,1,1,1,0
22,86,2,1,6,60,2,0,2,2,1,3,2,0,70,1,1,1,0,0
16,61,0,1,4,51,0,1,0,1,1,3,0,0,59,1,1,1,1,0
19,89,2,1,6,90,2,0,0,2,0,4,1,1,70,0,0,1,1,0
14,61,0,1,7,85,2,1,0,1,1,1,0,0,60,0,1,1,0,0
27,100,2,1,7,67,1,1,2,2,1,3,1,1,74,1,1,1,0,0
18,95,0,2,6,54,2,0,1,2,0,3,1,1,68,1,0,1,1,0
29,72,1,1,7,68,0,0,0,1,2,3,1,0,67,0,1,1,0,0
29,70,1,0,6,59,2,2,1,1,1,4,2,2,67,1,0,1,0,0
20,75,0,1,7,97,2,0,1,1,1,2,1,0,66,0,1,1,1,0
14,74,1,1,7,76,2,1,0,2,1,2,0,2,63,0,1,1,0,0
7,75,1,1,7,98,0,1,0,2,2,3,1,0,62,1,1,0,0,0
11,73,2,0,7,68,2,3,0,2,1,3,1,1,64,0,0,1,1,0
12,85,1,1,6,78,2,3,1,1,1,4,1,0,68,1,1,1,1,0
28,67,1,1,8,60,2,0,1,1,2,3,0,1,65,0,1,1,0,0
21,94,1,0,8,90,0,1,1,1,2,4,2,0,71,0,1,1,1,0
22,92,1,1,7,52,0,1,1,1,0,3,2,0,68,0,0,0,1,0
7,79,0,2,9,85,1,0,1,1,0,2,0,0,62,1,1,1,1,0
13,94,2,2,7,70,1,1,1,1,0,3,0,1,68,1,0,1,1,0
25,70,1,1,7,79,0,3,2,1,1,3,0,0,68,1,1,1,1,0
22,61,2,1,7,80,2,3,1,2,1,3,2,1,67,1,1,1,1,0
19,85,1,1,7,86,1,0,0,1,2,2,1,1,67,0,1,1,1,0
23,78,2,2,6,60,1,2,2,2,2,4,0,2,70,1,1,1,1,0
30,83,0,1,4,77,1,0,0,1,1,4,0,0,69,0,1,1,1,0
19,96,0,1,7,71,1,2,0,2,2,3,2,1,70,1,0,1,0,0
20,99,1,0,8,64,0,1,2,1,2,2,0,0,69,1,1,1,0,0
21,85,2,1,5,75,0,1,2,2,2,2,0,1,70,0,1,1,1,0
34,91,1,0,9,98,1,0,1,1,1,4,0,1,72,1,1,1,0,0
7,63,0,1,5,97,1,1,0,1,1,2,0,0,59,0,1,1,0,0
24,66,1,1,6,64,1,0,1,2,1,4,0,0,64,1,1,0,0,0
19,89,2,2,10,94,1,0,2,1,1,1,1,0,72,0,0,1,1,0
23,77,0,2,8,94,1,0,2,1,2,3,2,0,70,1,0,1,1,0
16,78,0,2,7,62,1,0,2,2,0,1,0,2,63,0,1,1,0,0
20,72,2,1,7,80,1,1,0,2,0,3,1,0,66,1,0,1,1,0
24,84,2,2,9,93,1,3,2,1,1,4,0,2,72,1,1,1,0,0
39,67,2,2,5,76,1,2,1,1,0,4,0,0,71,0,0,0,1,0
25,85,2,2,9,68,1,1,2,1,0,3,2,2,71,0,1,1,0,0
15,67,0,1,6,83,0,3,1,0,2,3,0,1,62,1,1,1,1,0
17,63,1,1,8,59,1,1,0,2,2,1,2,1,62,1,1,1,1,0
17,73,1,0,6,58,1,4,1,1,2,1,1,0,64,1,1,1,0,0
9,69,2,2,10,92,1,2,0,1,1,3,2,0,65,1,0,1,1,0
18,96,2,0,7,52,0,1,0,1,1,4,1,0,68,0,0,1,1,0
24,62,2,1,5,90,0,0,2,1,2,3,1,0,67,1,0,1,1,0
12,67,1,1,8,65,0,1,2,1,1,3,0,1,61,1,1,1,1,0
26,82,0,0,9,74,2,2,1,1,0,5,0,1,68,0,1,1,1,0
23,79,1,2,9,77,1,1,0,2,1,3,0,0,68,1,1,1,0,0
16,62,1,1,7,88,1,1,0,2,1,1,0,0,62,0,1,1,0,0
19,60,1,0,8,94,2,1,0,0,1,3,0,0,62,0,0,1,0,0
30,100,2,2,6,90,0,0,1,0,2,2,0,0,74,1,1,1,1,1
24,86,1,1,8,79,1,0,0,1,1,4,0,0,68,0,1,0,1,0
20,75,0,2,8,67,1,1,2,0,2,4,1,1,66,1,1,1,0,0
19,79,1,1,4,76,2,1,1,1,1,3,0,0,67,1,0,1,0,0
20,71,2,1,5,52,2,1,1,2,1,3,0,1,65,1,1,1,0,0
17,74,1,1,7,62,1,2,2,1,2,4,0,0,66,1,1,1,1,0
7,86,2,1,7,68,1,5,0,1,2,4,2,1,67,1,1,1,0,0
32,95,1,1,7,66,2,5,2,1,0,3,1,0,76,1,0,1,1,0
21,67,0,2,7,55,2,2,2,2,2,3,0,1,66,0,0,1,1,0
22,94,0,0,9,53,2,1,1,2,1,3,1,0,68,0,1,1,0,0
20,65,2,1,8,71,0,2,0,1,1,3,1,0,63,0,0,1,1,1
16,69,1,2,4,54,1,4,0,0,2,4,1,0,65,0,1,1,1,0
19,61,2,1,10,64,1,3,0,1,2,3,0,1,63,1,1,1,0,0
10,66,1,1,4,74,0,2,0,1,0,2,0,1,59,1,1,1,0,0
34,97,1,1,8,60,1,2,1,1,1,4,0,0,74,1,0,1,0,0
13,78,1,0,5,54,0,2,0,2,2,3,1,0,62,1,1,1,1,1
14,63,0,0,9,72,1,3,0,0,2,4,0,0,59,0,1,1,1,1
17,98,1,2,7,72,2,0,0,1,2,3,0,0,71,1,1,1,1,0
28,95,1,1,8,96,1,1,1,1,1,3,2,1,73,1,1,1,0,0
20,90,2,1,4,56,1,0,0,2,2,1,0,1,68,1,0,1,1,0
13,97,1,1,8,81,1,3,0,1,1,1,0,2,68,1,1,1,1,0
28,69,1,1,8,66,1,0,0,1,2,6,1,2,66,1,1,1,1,0
24,93,0,2,8,56,1,1,0,1,1,3,1,1,69,1,1,1,1,0
23,88,1,1,8,70,1,2,1,2,1,4,0,0,70,0,1,1,0,0
24,95,1,2,7,71,2,1,1,2,2,3,0,0,74,1,1,1,1,0
34,92,2,1,7,68,0,0,1,2,2,5,1,0,75,0,1,1,0,0
33,74,1,1,6,88,1,2,1,1,1,3,1,0,71,1,0,1,1,0
16,91,2,2,6,92,0,2,0,2,2,3,0,1,71,1,0,1,1,0
30,70,1,1,9,57,1,1,0,1,0,4,1,2,65,0,1,1,0,0
22,73,0,1,6,58,2,1,1,1,2,3,2,1,65,1,0,1,0,0
23,64,1,2,4,71,0,2,1,1,0,1,2,0,65,1,1,1,0,0
10,97,1,1,6,66,1,2,0,1,1,2,2,0,67,0,1,1,0,0
19,72,1,1,8,91,2,1,0,1,2,4,0,1,67,1,0,1,1,0
15,81,1,1,7,100,1,1,0,1,1,3,2,1,67,1,1,1,1,0
25,76,2,2,8,59,1,4,1,1,1,4,1,0,71,0,0,1,1,0
26,98,2,0,4,88,0,1,1,2,1,1,1,1,72,0,1,1,0,0
8,73,1,2,4,80,0,0,0,2,1,4,1,1,62,1,1,1,1,0
20,91,2,0,7,82,1,0,1,1,1,4,1,0,70,1,1,1,1,0
27,94,1,2,9,63,2,0,0,1,1,4,1,0,72,0,1,1,0,0
19,77,0,1,4,55,1,0,1,0,2,4,1,1,64,1,1,1,1,0
24,75,2,0,8,77,2,1,0,1,0,1,1,1,66,1,0,1,1,0
22,90,0,1,9,81,1,0,1,1,1,4,0,0,69,1,1,1,1,0
22,97,2,1,7,98,2,0,1,1,0,0,1,1,71,0,1,1,0,0
18,90,1,0,8,84,2,2,0,2,2,3,0,1,68,1,0,1,0,0
13,69,1,1,7,72,0,2,2,1,2,2,0,1,63,0,1,1,1,0
13,96,1,2,7,100,1,4,1,2,0,3,0,0,71,1,1,0,1,0
24,76,2,0,8,69,0,3,0,1,0,1,0,0,65,1,0,1,1,0
20,83,0,2,10,58,1,0,0,2,1,1,0,0,66,0,1,1,1,0
19,93,0,0,6,81,1,2,2,1,2,3,1,1,68,0,0,1,1,1
17,68,1,1,7,63,1,0,0,1,1,3,0,1,61,1,1,0,1,0
18,91,0,2,6,96,1,2,0,1,2,3,2,0,71,1,0,1,0,0
26,84,1,2,7,71,1,0,1,1,1,2,0,0,70,0,1,1,1,0
18,96,2,0,7,57,0,1,0,1,0,3,0,1,66,0,1,1,0,0
12,67,2,1,9,57,0,0,0,1,2,2,1,1,61,1,0,1,1,0
24,77,2,0,9,82,0,1,1,1,1,2,0,0,67,1,0,1,1,0
19,93,2,1,8,68,1,1,2,2,2,3,2,0,72,0,1,1,1,0
20,61,2,2,9,68,1,1,2,0,2,3,0,0,65,0,0,1,0,0
30,64,2,1,6,81,0,3,1,1,0,2,1,0,68,0,1,1,0,0
20,100,0,1,6,61,2,3,1,1,2,4,1,2,70,1,1,0,1,0
22,71,1,0,8,57,1,1,0,2,0,4,0,1,63,1,1,1,1,0
13,99,2,0,7,83,1,1,1,1,1,4,2,2,69,0,1,1,0,0
19,67,1,0,10,50,1,0,2,1,2,3,0,0,62,1,1,1,0,0
24,74,2,2,4,95,2,1,2,1,1,4,2,1,71,0,1,1,0,0
11,90,0,0,8,59,0,1,0,2,2,4,0,0,64,1,1,1,1,0
21,86,2,1,8,72,1,0,2,2,2,3,0,1,69,1,1,1,0,0
21,83,1,2,6,61,2,2,0,2,2,3,2,0,71,1,1,1,1,0
20,81,0,1,6,61,0,0,0,1,2,4,0,0,63,0,1,0,1,1
26,94,0,2,6,92,0,1,0,2,1,3,0,0,72,0,1,1,1,0
22,69,1,1,5,79,1,1,0,0,2,3,1,0,66,1,1,1,1,0
29,78,2,1,9,66,1,2,0,1,1,4,0,1,69,1,1,1,1,0
14,66,1,1,10,63,0,0,0,1,2,3,0,1,60,1,1,1,1,0
21,84,2,2,6,61,0,1,1,2,0,4,0,1,68,0,0,1,1,0
21,70,1,2,6,78,1,3,1,0,1,2,1,2,65,1,1,1,0,0
14,73,2,1,5,87,2,2,1,1,2,4,1,0,67,0,1,1,0,0
26,79,1,0,5,63,1,0,0,1,2,2,0,0,66,1,1,1,1,0
34,61,1,1,6,67,2,1,2,1,1,2,2,1,68,1,0,1,1,0
20,64,0,1,9,86,1,0,0,2,0,4,0,0,63,0,0,1,1,0
23,87,2,2,10,87,1,1,1,1,2,3,1,0,73,1,0,1,1,0
21,77,1,1,6,60,1,1,1,1,1,3,1,1,66,1,0,1,1,0
16,95,0,1,6,69,0,2,0,2,1,3,1,0,67,1,1,1,1,1
9,88,0,1,5,93,0,2,1,1,1,4,2,0,66,1,1,1,1,0
16,60,1,0,8,87,0,0,0,0,2,5,0,0,60,1,1,1,0,0
12,85,2,2,8,58,0,1,0,2,2,3,2,0,67,1,1,1,0,0
30,64,1,1,7,69,1,3,2,0,0,4,0,0,67,0,1,1,0,0
19,91,1,1,6,99,2,0,1,1,1,2,0,0,70,0,1,1,1,0
18,100,2,0,9,76,0,1,0,1,2,2,0,0,69,0,1,1,0,0
25,81,1,0,8,86,1,1,0,1,0,3,2,0,68,1,1,1,1,0
13,87,2,0,8,55,2,1,2,2,2,3,0,0,67,0,0,1,1,0
15,69,1,2,8,92,0,0,0,1,1,1,1,1,63,1,1,1,0,0
20,78,2,1,7,80,2,2,2,1,2,3,1,0,70,1,1,1,0,0
26,94,0,1,6,59,2,4,0,1,1,3,0,0,71,0,1,1,0,0
23,67,2,2,8,69,0,1,2,1,1,2,0,0,67,0,1,1,1,0
21,71,1,1,8,54,2,1,1,1,1,3,0,0,64,1,0,1,0,0
20,78,0,1,8,89,2,0,1,1,1,4,1,0,66,0,0,0,0,0
